# MsuH m_ini logL logTe M_ass b_ass y_ass m_app b-y dist abs_dist ID_parent age_parent
-0.41 1.01128 0.129 3.8008 4.49 4.804 4.472 5.05349358639 0.336130160256 12.8861 12.8861 1001314565.0 1.66872
-0.04 1.1354 0.403 3.7958 3.776 4.1 3.757 6.21066282607 0.352698974359 30.2608 30.2608 4221276418.0 4.50043
0.07 0.9928 -0.132 3.7537 5.17 5.579 5.148 6.78103235504 0.437666410256 -20.7992 20.7992 3148241057.0 0.7670098
-0.1 1.74369 1.358 3.8249 1.348 1.604 1.331 7.55869402553 0.324947980769 162.0777 162.0777 3150509427.0 1.608833
0.69 2.18949 1.365 3.9147 1.287 1.367 1.271 6.38544125875 0.128029294872 -99.9314 99.9314 4221766152.0 0.3490548
-0.21 1.36943 0.794 3.8399 2.777 3.012 2.76 6.94839903365 0.273226570513 66.2269 66.2269 2076133821.0 1.917095
-0.21 0.71496 -0.654 3.6849 6.724 7.245 6.679 6.40082936142 0.568751025641 8.5832 8.5832 2074204399.0 4.991634
0.33 1.06747 -0.005 3.7565 4.834 5.249 4.813 5.42562142581 0.440183685897 13.0531 13.0531 2075219388.0 2.574188
0.17 1.1638 0.261 3.7872 4.125 4.471 4.106 6.98290537919 0.37675150641 -36.6647 36.6647 4224751642.0 2.640219
-0.1 1.16961 0.429 3.8083 3.705 4.005 3.687 5.94559896195 0.326880224359 27.7063 27.7063 2077348888.0 3.169302
0.0 1.04372 0.144 3.779 4.439 4.798 4.42 6.4764963019 0.386096410256 25.2608 25.2608 4221276418.0 4.50043
-0.04 1.37938 0.74 3.8232 2.907 3.177 2.889 6.43484560828 0.303903429487 49.6187 49.6187 3150635697.0 2.358474
0.51 1.55527 0.826 3.7605 2.734 3.155 2.714 5.75655824314 0.453660673077 39.5013 39.5013 3148106999.0 2.716585
0.22 1.19769 0.283 3.7901 4.065 4.407 4.045 6.88016890698 0.373526217949 35.9618 35.9618 3148453532.0 2.108887
0.07 0.90027 -0.255 3.7335 5.528 5.975 5.502 7.38527077963 0.480458397436 -23.2702 23.2702 3150085796.0 4.146693
-0.25 0.60947 -1.002 3.6262 7.982 8.669 7.917 6.09539000866 0.753341794872 4.1864 4.1864 1003599096.0 2.787758
-0.14 1.63102 0.959 3.9199 2.369 2.454 2.352 6.37331378259 0.12169775641 -61.457 61.457 2074957961.0 0.3674578
-0.25 0.82354 -0.341 3.7361 5.745 6.18 5.722 7.59894838407 0.465447115385 23.235 23.235 2073991596.0 3.611732
0.44 1.36512 0.543 3.7889 3.4 3.75 3.38 6.60775037334 0.383765929487 42.9497 42.9497 4222936634.0 2.432204
0.64 1.11415 0.012 3.7559 4.78 5.209 4.758 7.10852634505 0.460242371795 28.8362 28.8362 3147651143.0 0.8847522
0.11 1.6602 1.074 3.7888 2.085 2.423 2.067 6.94627285236 0.384846923077 -90.0024 90.0024 2074902743.0 2.041737
-0.04 1.20216 0.518 3.797 3.486 3.808 3.468 6.33340772326 0.351695769231 36.4908 36.4908 4222959431.0 3.897476
0.28 1.06381 0.045 3.7606 4.703 5.108 4.682 7.3056531669 0.436467532051 32.6587 32.6587 3150967274.0 3.375934
0.22 0.73916 -0.777 3.6525 7.251 7.861 7.185 7.01054619493 0.678857403846 8.9151 8.9151 4222830008.0 2.651467
0.17 1.04806 -0.017 3.7616 4.862 5.259 4.841 7.49734818827 0.428623942308 -33.1467 33.1467 3147756454.0 2.008439
0.28 0.91175 -0.369 3.7133 5.876 6.369 5.842 0.87895434625 0.527320801282 -1.0009 1.0009 2076182531.0 1.789947
0.0 1.81497 1.275 3.837 1.543 1.778 1.526 6.08293759412 0.277016282051 78.0508 78.0508 1000572606.0 1.347733
0.4 2.11111 1.334 3.9136 1.382 1.465 1.365 3.9125373226 0.110130512821 -31.6072 31.6072 4222211748.0 0.6055005
0.11 0.69477 -0.884 3.633 7.664 8.33 7.595 3.74264010547 0.735526314103 1.6421 1.6421 2075032867.0 1.711848
-0.04 1.34383 0.647 3.8305 3.137 3.394 3.12 5.28479965996 0.282513205128 26.5612 26.5612 3148316387.0 1.862217
0.51 1.88887 1.158 3.8383 1.798 2.04 1.781 6.59695460158 0.287062435897 -87.5548 87.5548 3150372412.0 1.010928
0.4 2.00612 1.308 3.8466 1.424 1.645 1.407 6.43480917966 0.268816121795 -96.1463 96.1463 2074133575.0 1.059183
-0.1 1.58192 1.033 3.8582 2.154 2.352 2.137 6.99030304682 0.243530096154 -89.0139 89.0139 2076995550.0 1.672474
0.28 1.06106 0.026 3.7595 4.753 5.16 4.731 -5.86006787065 0.429024166667 0.0754 0.0754 2076629897.0 3.482051
0.56 2.03171 1.3 3.8523 1.43 1.641 1.412 6.55628947157 0.261424294872 -101.1638 101.1638 3147651143.0 0.8847522
-0.55 1.22729 0.711 3.8548 3.005 3.213 2.988 7.23286552344 0.246768814103 67.9187 67.9187 1000043185.0 2.231613
0.22 1.49986 1.052 3.6895 2.41 2.994 2.383 6.84574558548 0.634883141026 -74.5154 74.5154 3150388461.0 2.999358
0.28 2.54806 1.801 3.913 0.21 0.279 0.194 5.35832850019 0.117740192308 -102.1494 102.1494 4224556754.0 0.5362718
0.0 1.46087 0.687 3.8556 3.025 3.235 3.008 5.97365563786 0.239244358974 -38.2024 38.2024 3150921611.0 0.3468465
0.0 0.73792 -0.703 3.6701 6.937 7.493 6.881 6.75930043165 0.614940833333 9.1754 9.1754 2075666859.0 2.591336
-0.04 1.5787 1.021 3.8336 2.192 2.437 2.175 -5.66220135834 0.262086089744 0.2686 0.2686 3149557365.0 1.754902
0.44 0.79154 -0.647 3.6657 6.838 7.431 6.777 6.17705347372 0.656356057692 7.3509 7.3509 3150637197.0 0.01388184
-0.1 2.12994 1.47 3.9884 1.293 1.291 1.279 7.01837558479 0.0541336538462 -131.457 131.457 2074957961.0 0.3674578
-0.14 1.35215 0.686 3.8452 3.042 3.271 3.025 6.58895500239 0.262040833333 50.0474 50.0474 2076036368.0 1.560116
0.69 1.51838 0.631 3.8201 3.129 3.418 3.111 1.59878255416 0.308580576923 -4.9314 4.9314 4221766152.0 0.3490548
0.11 0.95266 -0.094 3.7491 5.08 5.5 5.058 7.03828719937 0.449809615385 24.366 24.366 1000326965.0 6.041389
-0.62 0.81896 -0.237 3.7654 5.452 5.83 5.433 7.34942320531 0.404596089744 23.6998 23.6998 1002918136.0 2.391274
0.33 2.08271 1.322 3.9153 1.417 1.497 1.4 6.83904551803 0.133916346154 -115.179 115.179 3148341812.0 0.5791913
0.17 1.10181 0.092 3.7739 4.565 4.938 4.545 6.71997934713 0.401541057692 26.6481 26.6481 4222732803.0 1.850574
-0.04 1.04508 0.05 3.7782 4.68 5.04 4.661 7.24309380711 0.389281314103 32.0777 32.0777 3150509427.0 1.608833
0.07 1.92445 1.284 3.9143 1.529 1.612 1.512 -3.95692342391 0.100256153846 -0.7992 0.7992 3148241057.0 0.7670098
0.0 1.1146 0.285 3.7919 4.073 4.406 4.054 5.87550061904 0.359274551282 22.6966 22.6966 2075531389.0 3.414908
0.22 0.99276 -0.103 3.7474 5.103 5.531 5.08 6.4397809351 0.456882083333 -18.3521 18.3521 4221746141.0 3.534338
0.0 3.37055 2.355 4.0635 -0.553 -0.587 -0.566 6.0882611642 0.0413967628205 -194.6779 194.6779 3147649858.0 0.2482806
-0.1 1.0723 0.186 3.7917 4.328 4.662 4.31 3.01279464481 0.353744679487 -5.4434 5.4434 1002878051.0 2.543921
0.0 0.69721 -0.851 3.6479 7.46 8.073 7.395 6.29939503631 0.679873076923 5.844 5.844 2077227004.0 0.1546111
0.33 1.60455 0.794 3.849 2.729 2.952 2.711 7.32948217693 0.266698397436 -80.179 80.179 3148341812.0 0.5791913
0.0 2.33476 1.632 3.9903 0.893 0.888 0.879 7.17074658708 0.0624607692308 166.7976 166.7976 3150921611.0 0.3468465
0.4 1.93107 1.239 3.8303 1.608 1.863 1.59 2.48086382759 0.277758269231 14.8458 14.8458 4222647182.0 1.138237
0.4 1.33868 0.465 3.8003 3.582 3.908 3.564 7.30507921655 0.361363076923 -54.1728 54.1728 4224696483.0 1.515555
-0.04 1.19361 0.537 3.799 3.436 3.754 3.418 5.59447404807 0.344554647436 26.6905 26.6905 2076092876.0 4.316407
0.33 1.55605 0.824 3.8155 2.671 2.961 2.653 5.43194395725 0.319246474359 35.089 35.089 4222438737.0 1.854301
0.0 1.23368 0.382 3.8121 3.814 4.108 3.795 6.20170874918 0.322494294872 29.6222 29.6222 4222408863.0 1.017896
-0.82 0.63974 -0.707 3.6997 6.782 7.272 6.753 4.80585107684 0.520287692308 -4.0176 4.0176 1002600493.0 4.07196
-0.14 1.94228 1.484 3.8434 1.022 1.239 1.005 6.01605177418 0.264589198718 95.4383 95.4383 2074019192.0 1.037346
-0.92 1.13226 0.536 3.8692 3.47 3.658 3.453 7.53892360091 0.225275801282 63.2605 63.2605 1000340862.0 1.601072
0.0 2.20112 1.484 3.9859 1.242 1.241 1.228 7.16495388295 0.0588982051282 -143.2024 143.2024 3150921611.0 0.3468465
-0.41 1.25389 0.694 3.8461 3.043 3.267 3.026 0.14292736393 0.241841987179 2.627 2.627 2076558033.0 2.321517
0.51 1.67301 0.875 3.8381 2.514 2.761 2.496 2.0838137898 0.267619230769 8.172 8.172 4222838377.0 0.9609074
0.51 1.42369 0.54 3.8095 3.378 3.686 3.359 7.07219151939 0.344139134615 53.4741 53.4741 4222925085.0 0.8533674
0.0 0.94817 -0.227 3.7454 5.429 5.852 5.406 7.51664266184 0.454283333333 25.844 25.844 2077227004.0 0.1546111
0.28 1.99368 1.289 3.8891 1.478 1.611 1.461 6.38082343824 0.179381634615 91.6707 91.6707 3150596972.0 0.7958232
0.0 2.47955 1.869 3.8939 0.034 0.135 0.018 3.40841091595 0.131841121795 46.3043 46.3043 3150723215.0 0.6137782
0.17 2.26375 1.624 3.8607 0.637 0.818 0.62 5.94587961848 0.233131698718 109.6109 109.6109 3147822336.0 0.7696729
0.4 0.76988 -0.75 3.6567 7.161 7.771 7.095 7.40779993905 0.679572532051 -11.1463 11.1463 2074133575.0 1.059183
0.17 1.87757 1.102 3.9262 1.998 2.066 1.981 5.96176225894 0.104343173077 60.3507 60.3507 2074314551.0 0.2001213
0.0 1.90506 1.176 3.9546 1.892 1.92 1.876 6.19778125709 0.0665391346154 70.3221 70.3221 3147649858.0 0.2482806
0.51 1.50146 0.639 3.8212 3.119 3.403 3.101 6.45993952676 0.316618782051 45.6106 45.6106 3147947625.0 0.735259
0.28 1.25708 0.298 3.7954 4.017 4.35 3.998 7.21963513676 0.365734166667 42.8506 42.8506 4224556754.0 0.5362718
0.11 0.89368 -0.332 3.7231 5.748 6.215 5.719 5.82076968895 0.499298685897 10.2919 10.2919 2074809853.0 2.586374
0.0 1.86124 1.319 3.8513 1.425 1.63 1.408 3.41774137049 0.229933108974 24.7513 24.7513 2076793744.0 1.237102
-0.35 1.1093 0.277 3.8159 4.106 4.392 4.089 6.11084681546 0.310976955128 -24.8881 24.8881 2074127616.0 0.7783931
-0.31 0.8101 -0.315 3.7408 5.671 6.096 5.649 7.5301845603 0.454464903846 23.2905 23.2905 2075933868.0 5.572932
0.07 0.70092 -0.844 3.6416 7.495 8.131 7.428 -10.6039413914 0.703000769231 -0.00239999999999 0.00239999999999 2074902743.0 2.041737
0.0 1.07442 0.057 3.7793 4.657 5.016 4.638 7.32856811453 0.388799903846 -33.6957 33.6957 3150723215.0 0.6137782
-0.25 0.61492 -0.975 3.6304 7.882 8.553 7.818 6.67089054123 0.736830128205 -5.71 5.71 1000725113.0 3.896635
-0.14 0.9418 -0.111 3.763 5.111 5.498 5.09 3.88001119406 0.40981349359 5.6581 5.6581 3148175304.0 2.284044
0.33 1.65172 0.832 3.8609 2.632 2.832 2.614 4.42865381224 0.225255192308 22.6362 22.6362 4223312768.0 0.3522463
0.4 1.97649 1.291 3.8218 1.484 1.757 1.466 3.51220674826 0.29906224359 -25.1542 25.1542 4222647182.0 1.138237
0.33 1.9654 1.204 3.902 1.698 1.809 1.681 5.99921487771 0.150493269231 -70.179 70.179 3148341812.0 0.5791913
-0.31 0.64623 -0.859 3.6542 7.422 8.007 7.363 4.93977608015 0.645020384615 -3.1836 3.1836 2075475628.0 2.423569
-1.22 1.03425 0.687 3.8698 3.094 3.276 3.078 7.53293836371 0.221917115385 74.6214 74.6214 1003392354.0 4.524079
0.44 1.16793 0.227 3.7695 4.222 4.615 4.201 3.70094770738 0.416512275641 -7.8383 7.8383 3150717733.0 3.441493
0.51 0.77063 -0.763 3.6549 7.212 7.833 7.145 6.52733161589 0.690330544872 -7.2713 7.2713 4221321866.0 0.6646152
-0.45 1.25414 1.089 3.7118 2.241 2.736 2.221 7.24803255588 0.545764839744 95.9863 95.9863 2074033832.0 3.556027
0.4 1.76438 1.073 3.8031 2.05 2.366 2.032 3.36761830941 0.339830833333 18.1922 18.1922 4222320491.0 1.59025
0.33 1.11107 0.039 3.7641 4.71 5.109 4.689 5.84195888031 0.425356666667 16.7128 16.7128 2076525419.0 1.184249
0.4 1.03456 -0.138 3.742 5.201 5.648 5.176 7.31419749962 0.480380224359 -26.1463 26.1463 2074133575.0 1.059183
0.07 1.45035 0.791 3.822 2.77 3.043 2.752 3.94045437157 0.296451730769 17.0094 17.0094 2075267233.0 2.112344
0.07 0.90382 -0.303 3.7295 5.657 6.111 5.63 7.18188698599 0.487409487179 19.9976 19.9976 2074902743.0 2.041737
0.44 1.37499 0.571 3.7812 3.341 3.709 3.321 3.45931596019 0.391368269231 10.509 10.509 4222659285.0 2.984095
0.4 1.06348 -0.094 3.7482 5.074 5.509 5.051 6.41563204216 0.463895128205 18.3928 18.3928 4222211748.0 0.6055005
0.0 1.26489 0.444 3.8177 3.653 3.937 3.635 6.94537709208 0.316301987179 44.6222 44.6222 4222408863.0 1.017896
0.22 0.8554 -0.472 3.6998 6.19 6.702 6.15 7.41325124806 0.557584839744 17.4247 17.4247 2075462029.0 2.298217
-0.35 0.76574 -0.499 3.7185 6.193 6.654 6.165 6.21390201537 0.492221185897 -10.0501 10.0501 3148579871.0 1.43852
0.44 1.80848 0.954 3.8866 2.315 2.465 2.297 6.52406791755 0.189586826923 67.3509 67.3509 3150637197.0 0.01388184
-0.35 1.69006 1.279 3.8965 1.546 1.664 1.53 3.95792678329 0.143599326923 29.9499 29.9499 3148579871.0 1.43852
0.07 1.71915 1.032 3.8972 2.148 2.273 2.131 7.49186401342 0.177674455128 111.3043 111.3043 3150723215.0 0.6137782
0.64 1.70377 0.869 3.8476 2.515 2.744 2.497 -1.61480953024 0.247478173077 -1.4919 1.4919 4222745860.0 0.4840087
0.0 0.74038 -0.679 3.6735 6.854 7.403 6.8 5.39464505632 0.604632884615 5.0946 5.0946 4224109621.0 3.871374
-0.04 0.93364 -0.17 3.7507 5.273 5.686 5.252 7.58997461116 0.443193974359 28.6852 28.6852 1001873874.0 2.456046
0.11 1.14796 0.261 3.7894 4.127 4.467 4.108 -0.536478719773 0.359374038462 1.167 1.167 2076879315.0 2.890723
-0.35 0.83362 -0.326 3.7446 5.693 6.11 5.671 4.35649536819 0.440727692308 -5.3904 5.3904 1003114379.0 1.090592
0.0 1.86406 1.306 3.8749 1.452 1.611 1.435 5.26691180874 0.194094102564 56.4536 56.4536 3149589621.0 1.072374
0.07 0.91821 -0.266 3.7344 5.552 5.998 5.527 4.01342531692 0.472574519231 -4.9125 4.9125 3150408532.0 2.187332
0.28 1.43935 0.584 3.826 3.273 3.543 3.255 6.57522870919 0.302365705128 44.821 44.821 3148341812.0 0.5791913
0.56 2.5412 1.715 3.9348 0.455 0.493 0.439 5.21506408552 0.0815833012821 86.0599 86.0599 4221315226.0 0.4747187
0.51 1.01615 -0.121 3.7382 5.164 5.625 5.139 7.49695518806 0.49526099359 28.8943 28.8943 4221571964.0 3.641441
0.51 1.92945 1.207 3.8362 1.678 1.923 1.66 5.33361673848 0.279844487179 -52.5548 52.5548 3150372412.0 1.010928
0.11 1.69084 0.959 3.8931 2.33 2.465 2.313 6.99212632105 0.178411314103 -82.4033 82.4033 3149501667.0 0.5072199
-0.31 1.5594 1.116 3.8692 1.957 2.131 1.94 7.30815016229 0.22678849359 111.6601 111.6601 3149028107.0 1.648539
0.4 1.21316 0.303 3.779 4.017 4.387 3.997 7.4023620953 0.404914583333 -46.5335 46.5335 2075161763.0 2.785524
0.17 1.66161 1.013 3.8318 2.195 2.447 2.177 3.09607564013 0.274820064103 -15.0386 15.0386 4223845198.0 1.586956
-0.25 0.92343 -0.109 3.7674 5.107 5.485 5.088 1.54862073522 0.397621987179 -1.9406 1.9406 2076103679.0 2.268486
0.33 1.19442 0.251 3.7819 4.148 4.51 4.128 7.32723972573 0.395589807692 -42.4002 42.4002 3148043590.0 2.330192
0.11 1.40138 0.691 3.8177 3.022 3.304 3.004 2.89792071988 0.303014038462 -9.4038 9.4038 3149174809.0 1.912217
0.4 1.86449 1.147 3.8484 1.83 2.049 1.812 1.57447771099 0.239837724359 8.8537 8.8537 2074133575.0 1.059183
0.56 2.0476 1.335 3.825 1.357 1.625 1.339 1.29314815558 0.289098429487 9.6671 9.6671 4224118647.0 1.126513
0.44 1.46865 0.737 3.7593 2.962 3.382 2.943 5.95032409841 0.451466121795 38.8943 38.8943 4221571964.0 3.641441
0.56 0.85259 -0.514 3.6876 6.365 6.919 6.315 6.44893420245 0.607315608974 -10.3447 10.3447 4222227473.0 3.440413
0.11 0.92714 -0.173 3.7406 5.301 5.737 5.277 6.7028579248 0.466059487179 -18.9056 18.9056 4224787557.0 5.072796
-0.21 1.89065 1.374 3.9416 1.371 1.41 1.355 7.52030754937 0.105598044872 157.8659 157.8659 2076292289.0 0.7267714
-0.35 1.00039 0.13 3.7959 4.485 4.809 4.467 6.65381877521 0.350595 26.8164 26.8164 2075475628.0 2.423569
-0.14 1.05511 0.152 3.7911 4.42 4.754 4.401 5.40935341173 0.358018621795 15.6581 15.6581 3148175304.0 2.284044
-0.04 1.29628 0.548 3.8257 3.39 3.657 3.373 6.9568556896 0.300185160256 50.4977 50.4977 1001724550.0 1.637267
0.33 2.63753 1.853 3.9207 0.089 0.143 0.073 5.06834365579 0.100391346154 94.821 94.821 3148341812.0 0.5791913
0.17 0.81395 -0.55 3.6887 6.448 6.977 6.401 7.29781386088 0.580708365385 -14.6901 14.6901 3148105378.0 3.166014
0.33 2.33604 1.634 3.8524 0.604 0.805 0.586 6.39348965679 0.262322179487 135.1652 135.1652 4223121736.0 0.8475693
-0.76 1.58286 1.274 3.947 1.66 1.694 1.645 3.62621251916 0.0568378525641 -24.4541 24.4541 2076180637.0 1.421003
0.51 1.66988 0.921 3.8146 2.415 2.71 2.397 6.990765275 0.338417788462 -79.3035 79.3035 4224328558.0 1.624582
-0.55 1.07778 2.351 5.0127 5.24 5.085 5.235 7.01438431628 -0.142818076923 -22.4076 22.4076 2075967391.0 6.253289
0.0 1.40621 0.797 3.79 2.788 3.123 2.77 7.29603987119 0.377663974359 -76.9516 76.9516 3148928547.0 2.883163
-0.14 0.9433 -0.092 3.7645 5.062 5.446 5.042 5.85719484157 0.408592179487 -14.3276 14.3276 2074060025.0 2.851337
-0.04 1.4263 0.681 3.8526 3.046 3.261 3.028 6.61063693617 0.24916900641 -50.4473 50.4473 3150140493.0 0.6405437
-0.51 1.32814 0.908 3.842 2.508 2.736 2.491 4.75242946325 0.253895705128 27.7546 27.7546 1003122905.0 2.389907
-0.04 1.65785 0.951 3.9105 2.374 2.477 2.357 3.62111522771 0.125646057692 -17.6157 17.6157 1003062346.0 0.3885443
-0.41 0.91072 -0.004 3.782 4.838 5.186 4.819 5.35928897118 0.371051121795 12.6395 12.6395 1002344011.0 4.466809
-0.04 1.21804 0.515 3.7982 3.491 3.811 3.473 5.84324465235 0.347342532051 29.1487 29.1487 3149798119.0 3.336767
0.56 1.61957 0.747 3.8418 2.83 3.072 2.812 3.85274804672 0.265095833333 15.899 15.899 3147719589.0 0.2416333
0.33 0.92302 -0.357 3.7137 5.843 6.338 5.809 3.15376226951 0.529927724359 -2.8945 2.8945 3147822629.0 1.813282
-0.14 0.74491 -0.612 3.6909 6.588 7.101 6.546 6.0738598103 0.55752025641 7.8632 7.8632 3150014569.0 3.150004
0.11 1.70891 0.989 3.8941 2.254 2.386 2.236 6.39902901405 0.170977852564 -65.4509 65.4509 2074765096.0 0.5094183
0.44 0.98895 -0.244 3.7277 5.506 5.983 5.478 3.87623032704 0.506509903846 -4.7109 4.7109 4221567561.0 1.073813
0.17 1.02679 -0.051 3.757 4.955 5.362 4.934 3.6188991715 0.429728012821 5.3914 5.3914 4221684073.0 2.309642
-0.62 0.81675 -0.17 3.7707 5.277 5.645 5.258 7.19715673139 0.394675160256 23.9465 23.9465 1003467869.0 5.396899
-0.04 1.10626 0.21 3.7927 4.265 4.597 4.246 6.75146526774 0.360929839744 30.9811 30.9811 3150407156.0 2.17217
0.11 1.54061 0.934 3.7814 2.447 2.801 2.428 7.2312172245 0.400879935897 86.9854 86.9854 2073746365.0 2.592914
0.0 1.00776 -0.015 3.7674 4.855 5.237 4.835 6.7740012607 0.409671121795 -23.9339 23.9339 1003356978.0 2.572834
-0.31 1.04413 0.31 3.8037 4.024 4.332 4.007 7.42983190976 0.340052852564 -46.9649 46.9649 1000961134.0 3.975746
0.44 1.14742 0.064 3.7657 4.638 5.038 4.617 3.67458513861 0.423050608974 -6.3979 6.3979 4224205271.0 0.5884517
0.44 3.14411 2.163 3.9739 -0.53 -0.534 -0.544 7.32855305167 0.113092339744 -321.6481 321.6481 4221297866.0 0.2763303
-0.45 2.51768 1.984 4.0412 0.285 0.26 0.272 7.57098660471 0.0696730448718 254.8199 254.8199 2077048905.0 0.3949181
0.07 0.78908 -0.592 3.6866 6.564 7.091 6.517 -11.5349413914 0.574000769231 -0.00239999999999 0.00239999999999 2074902743.0 2.041737
0.33 1.40661 0.533 3.8173 3.404 3.693 3.386 7.5540237101 0.32802474359 65.5972 65.5972 2077300802.0 0.8238834
0.33 0.98631 -0.163 3.7369 5.279 5.733 5.253 7.28706558654 0.487988653846 -24.9246 24.9246 2076629897.0 3.482051
-0.04 1.13558 0.305 3.7988 4.018 4.338 4.0 2.86033638045 0.339875608974 -5.8519 5.8519 3147734829.0 2.837077
-0.31 0.94869 -0.083 3.7757 5.034 5.395 5.014 5.63612303999 0.385203846154 -13.116 13.116 1001837891.0 0.5494467
0.56 2.6904 1.865 3.9143 0.036 0.101 0.02 7.13717099406 0.156660224359 236.0599 236.0599 4221315226.0 0.4747187
-0.76 0.99051 0.179 3.8175 4.385 4.668 4.368 5.1039361493 0.304434711538 13.8363 13.8363 1002872039.0 1.356042
0.33 2.02968 1.302 3.894 1.447 1.57 1.43 7.30776028475 0.184680384615 -139.4028 139.4028 2077300802.0 0.8238834
0.33 1.48334 0.627 3.83 3.159 3.422 3.141 7.46021487771 0.303493269231 -70.179 70.179 3148341812.0 0.5791913
-0.04 1.33629 0.617 3.8318 3.214 3.469 3.196 2.99757757854 0.275889070513 -9.0139 9.0139 2076995550.0 1.672474
0.17 2.27383 1.634 3.8563 0.613 0.803 0.595 6.99796765418 0.263965032051 174.6109 174.6109 3147822336.0 0.7696729
0.17 1.91966 1.146 3.9325 1.901 1.959 1.885 7.22522616208 0.109368814103 110.3507 110.3507 2074314551.0 0.2001213
0.17 1.61613 0.992 3.7855 2.293 2.64 2.274 6.95571157561 0.392418173077 82.4247 82.4247 2075462029.0 2.298217
0.0 1.38716 0.732 3.8201 2.927 3.203 2.909 5.17250684337 0.302900064103 27.7682 27.7682 3148127005.0 2.316494
0.51 0.96844 -0.245 3.7242 5.518 6.006 5.488 6.50362078307 0.523010064103 15.6314 15.6314 4223983819.0 3.049703
-1.26 0.68241 -0.483 3.7449 6.123 6.543 6.106 4.78172483763 0.438723910256 -5.3786 5.3786 1003392354.0 4.524079
0.51 1.20562 0.317 3.7561 4.019 4.447 3.998 7.3525925269 0.463570416667 -45.4597 45.4597 3149115779.0 4.834715
-0.1 0.95146 -0.096 3.7624 5.073 5.463 5.053 7.44991580706 0.419447852564 -29.4773 29.4773 2076739124.0 2.925372
-0.25 0.67788 -0.785 3.6649 7.17 7.73 7.115 6.66950865852 0.617536089744 7.9126 7.9126 2074011678.0 2.075453
-0.21 1.90646 1.394 3.9417 1.321 1.359 1.306 6.79580678366 0.0907775320513 117.8659 117.8659 2076292289.0 0.7267714
-0.04 1.73255 1.171 3.8756 1.798 1.959 1.78 6.10575372316 0.201558974359 -70.384 70.384 3147517207.0 1.18819
0.33 2.31173 1.447 3.9712 1.256 1.263 1.241 6.88918394045 0.0624784294872 126.2927 126.2927 4222408291.0 0.2041885
0.28 2.11603 1.37 3.923 1.309 1.373 1.293 7.15354605273 0.124367916667 138.4279 138.4279 3149559205.0 0.5633465
0.28 1.48933 0.642 3.8348 3.123 3.376 3.105 6.78556747559 0.287897211538 52.7193 52.7193 4224305681.0 0.4898738
0.33 0.78749 -0.68 3.6664 6.913 7.496 6.852 3.81663735705 0.644769294872 -2.4002 2.4002 3148043590.0 2.330192
0.17 1.27727 0.46 3.8041 3.609 3.921 3.591 4.82315015145 0.335561666667 17.3524 17.3524 2077075243.0 2.29296
0.0 0.91667 -0.227 3.7414 5.438 5.869 5.414 6.86777653449 0.461137211538 19.1481 19.1481 3147734829.0 2.837077
0.07 1.43896 0.679 3.8429 3.044 3.278 3.027 6.33750417263 0.265309262821 44.6449 44.6449 2075496663.0 0.8548171
0.4 1.64938 0.92 3.8189 2.423 2.707 2.405 7.48157715261 0.333471858974 98.1922 98.1922 4222320491.0 1.59025
0.11 1.25436 0.451 3.8055 3.635 3.942 3.616 5.81772745956 0.334649551282 26.9866 26.9866 2074929216.0 2.144347
0.17 1.38536 0.603 3.8213 3.237 3.514 3.219 7.10644003415 0.313542275641 57.8519 57.8519 3149562001.0 1.59872
-0.76 1.24553 0.747 3.8901 2.919 3.064 2.902 7.38623385277 0.18622025641 -75.5672 75.5672 1000626197.0 1.742742
-0.14 1.20519 0.451 3.8194 3.647 3.927 3.63 4.85228999848 0.302539198718 -17.2823 17.2823 3150876129.0 1.821445
0.51 1.25504 0.266 3.7845 4.097 4.46 4.077 3.41137257014 0.385329519231 7.2681 7.2681 4222217903.0 0.7551376
-0.72 1.11153 0.369 3.8419 3.891 4.13 3.874 7.4083153198 0.271828205128 -49.384 49.384 1003116249.0 0.5467631
-0.35 1.94633 1.483 3.9677 1.191 1.203 1.176 6.0550226342 0.0558820192308 90.1119 90.1119 2074127616.0 0.7783931
-0.55 1.0168 0.373 3.8162 3.878 4.161 3.862 0.84483472701 0.299791987179 2.471 2.471 2075894283.0 4.489097
0.17 1.2299 0.366 3.7982 3.849 4.172 3.83 7.13654464068 0.356270833333 44.525 44.525 3148715354.0 1.959332
0.56 0.92029 -0.344 3.7106 5.823 6.336 5.786 6.7681367104 0.554918173077 -15.3447 15.3447 4222227473.0 3.440413
-1.26 1.05217 0.845 3.8656 2.693 2.877 2.677 7.41502243072 0.22712224359 84.6214 84.6214 1003392354.0 4.524079
-0.14 1.19015 0.308 3.8144 4.011 4.301 3.993 7.36733015323 0.322720608974 45.9283 45.9283 1001312404.0 0.1553512
-0.1 1.28739 2.431 5.0202 5.093 4.937 5.088 5.70554155908 -0.146776057692 13.1787 13.1787 1000408448.0 4.541237
0.0 0.74195 -0.7 3.6715 6.919 7.473 6.864 6.3346211227 0.611440320513 -7.6138 7.6138 1002297985.0 1.769861
0.07 0.84405 -0.474 3.7059 6.171 6.665 6.135 6.94676485494 0.534551538462 14.2008 14.2008 3148241057.0 0.7670098
0.07 1.5347 0.931 3.8115 2.425 2.716 2.407 5.58374179382 0.322464551282 42.0094 42.0094 2075267233.0 2.112344
