# MsuH m_ini logL logTe M_ass b_ass y_ass m_app b-y dist abs_dist ID_parent age_parent
-0.55 0.75825 -0.386 3.7415 5.858 6.279 5.837 6.01598595213 0.445430064103 -10.7018 10.7018 2075816700.0 4.342806
-0.14 1.22797 0.42 3.8232 3.725 3.997 3.707 7.1729970458 0.305341634615 47.8659 47.8659 2076292289.0 0.7267714
0.11 1.25529 0.475 3.8018 3.578 3.892 3.56 4.80402571298 0.337591923077 17.4468 17.4468 4223908578.0 2.616355
0.33 0.86569 -0.515 3.6925 6.339 6.869 6.293 7.20820853638 0.580750320513 14.821 14.821 3148341812.0 0.5791913
0.33 1.50964 0.758 3.8158 2.839 3.129 2.821 6.93386843337 0.328512532051 63.9991 63.9991 2076182531.0 1.789947
-0.92 0.95257 0.218 3.8212 4.296 4.572 4.28 7.47383473919 0.305581185897 -42.3733 42.3733 1002680893.0 3.227073
-0.21 0.79989 -0.417 3.7232 5.969 6.428 5.943 3.28703680543 0.485930833333 -2.9042 2.9042 4222318060.0 3.714321
-0.31 1.20101 0.516 3.8322 3.493 3.746 3.475 7.38391474765 0.289721730769 58.4118 58.4118 2073747617.0 1.928939
0.69 2.15535 1.325 3.9138 1.387 1.47 1.37 7.25650729614 0.144849807692 -139.9314 139.9314 4221766152.0 0.3490548
0.28 0.71826 -0.866 3.6335 7.636 8.309 7.566 4.53419633233 0.743767371795 -2.3942 2.3942 3147819366.0 2.063681
-0.04 1.10499 0.212 3.7926 4.259 4.591 4.24 7.36289915699 0.364134967949 40.9811 40.9811 3150407156.0 2.17217
0.07 1.39774 0.7 3.8221 3.001 3.274 2.983 7.30557591906 0.313527019231 -70.2843 70.2843 3148440530.0 2.028563
0.56 1.53246 0.682 3.8228 3.006 3.286 2.987 6.43876587076 0.314236698718 -47.5385 47.5385 4223690427.0 0.8265432
0.0 1.56952 0.977 3.8386 2.296 2.533 2.279 4.52157036697 0.26281974359 27.5176 27.5176 2073913610.0 1.806285
-0.55 1.46511 1.152 3.7313 2.03 2.479 2.012 5.26061898322 0.480908814103 43.3955 43.3955 1002835123.0 2.230695
0.33 2.23439 1.396 3.9573 1.333 1.353 1.317 7.21682641191 0.0811284615385 140.8008 140.8008 2075185289.0 0.1999977
-0.21 0.63357 -0.931 3.6364 7.733 8.382 7.669 0.0824050798905 0.713094551282 0.295 0.295 2074923079.0 3.35164
0.44 2.04157 1.347 3.8143 1.346 1.636 1.328 6.96085554772 0.348156762821 125.2891 125.2891 4221567561.0 1.073813
0.51 1.6862 0.881 3.8431 2.497 2.734 2.479 6.1875104081 0.272110801282 53.3857 53.3857 4222435406.0 0.8171118
0.44 1.43946 0.549 3.8166 3.355 3.648 3.337 7.10448672817 0.328570288462 54.8193 54.8193 4221816239.0 0.5499351
-0.35 1.34738 2.397 5.0442 5.35 5.193 5.345 7.44629806876 -0.143683974359 -25.946 25.946 3148665875.0 3.458547
0.28 1.12571 0.19 3.773 4.315 4.694 4.295 5.3697222288 0.404170865385 -16.1331 16.1331 2075519800.0 3.679412
-0.21 1.13465 0.312 3.8114 4.008 4.303 3.99 3.62590463286 0.315677660256 8.3543 8.3543 3148246836.0 1.338946
0.22 1.31919 0.853 3.6878 2.92 3.502 2.891 -1.00083060884 0.611526442308 1.6425 1.6425 3149951898.0 4.432705
-0.04 0.77661 -0.598 3.6905 6.555 7.072 6.512 4.88094500074 0.561479487179 4.616 4.616 3147517207.0 1.18819
0.33 1.42685 0.542 3.8211 3.378 3.66 3.36 1.72332836957 0.301492724359 -4.6573 4.6573 3149645039.0 0.4776539
0.28 1.30982 0.471 3.8011 3.576 3.896 3.557 7.43038120485 0.357417435897 -57.4624 57.4624 3148799727.0 1.928475
-0.72 0.64918 -0.726 3.694 6.857 7.357 6.824 6.76706923479 0.536061602564 -9.5522 9.5522 1001721957.0 2.009828
0.4 2.08171 1.345 3.889 1.331 1.463 1.313 4.90222962035 0.166217051282 50.5972 50.5972 2077300802.0 0.8238834
-0.31 0.63956 -0.891 3.6493 7.537 8.134 7.475 6.0149320261 0.66058650641 4.9499 4.9499 3148579871.0 1.43852
0.28 2.26317 1.528 3.9264 0.918 0.971 0.902 5.21921487771 0.0914932692308 -70.179 70.179 3148341812.0 0.5791913
-0.25 1.28941 0.693 3.8313 3.039 3.292 3.021 5.66743368022 0.281590673077 33.0429 33.0429 1002320505.0 2.139054
0.22 1.53807 0.86 3.8121 2.592 2.886 2.574 6.22466228882 0.32867150641 -52.0151 52.0151 3150938206.0 1.892462
0.4 1.85805 1.066 3.8863 2.035 2.181 2.017 6.80391383291 0.191691634615 -86.3979 86.3979 4224205271.0 0.5884517
-0.1 1.09648 0.166 3.7942 4.378 4.707 4.36 7.20022908204 0.358563141026 -36.077 36.077 1000966756.0 1.033986
-0.31 0.66492 -0.798 3.665 7.2 7.758 7.145 6.77290556836 0.615622948718 -8.1836 8.1836 2075475628.0 2.423569
-0.04 0.71631 -0.757 3.6618 7.126 7.701 7.067 7.25293639072 0.637381602564 -10.5506 10.5506 2075939544.0 1.987604
0.07 0.86413 -0.425 3.7131 6.02 6.503 5.988 6.90483360549 0.519784391026 14.9273 14.9273 3149632927.0 0.7825097
-0.62 0.85677 -0.036 3.7838 4.932 5.277 4.914 2.91700703571 0.364264903846 3.9465 3.9465 1003467869.0 5.396899
0.28 1.46071 0.632 3.8285 3.151 3.416 3.133 4.13302196947 0.288001826923 -15.6057 15.6057 3149691529.0 0.8219488
-0.25 0.72765 -0.631 3.6918 6.631 7.139 6.591 5.84492567953 0.550224551282 -6.9406 6.9406 2076103679.0 2.268486
-1.22 0.87781 0.146 3.8168 4.496 4.782 4.48 5.53156061884 0.307125769231 -15.9924 15.9924 2077315271.0 4.34342
-0.55 0.82573 -0.196 3.7668 5.342 5.718 5.323 6.0590716642 0.399430929487 -13.8245 13.8245 1000414700.0 3.941169
-0.21 0.66784 -0.842 3.6537 7.388 7.978 7.328 5.61203577025 0.651411794872 -4.4048 4.4048 1001309847.0 1.294852
-0.1 1.38972 0.836 3.7934 2.695 3.021 2.677 6.57757738569 0.362651858974 58.1938 58.1938 3148994329.0 2.684276
0.28 0.93096 -0.256 3.7255 5.545 6.019 5.517 5.88112833547 0.505721762821 -11.6119 11.6119 3149131140.0 4.963294
0.56 3.12426 2.01 4.0383 0.144 0.109 0.131 7.530030978 0.0631034294872 265.5227 265.5227 3149135169.0 0.1615215
-0.51 1.40966 1.046 3.8398 2.158 2.388 2.142 7.17959128527 0.276962980769 -96.6045 96.6045 1002835123.0 2.230695
0.17 1.10477 0.11 3.775 4.519 4.89 4.499 -3.16946902323 0.391092916667 0.2899 0.2899 3147787397.0 1.979729
0.07 1.68868 1.009 3.8886 2.206 2.347 2.188 6.65848287804 0.183061762821 -75.0727 75.0727 3149632927.0 0.7825097
0.44 0.77058 -0.734 3.6573 7.119 7.73 7.053 6.56514521002 0.67947474359 -7.7212 7.7212 4222906746.0 2.946223
-0.41 0.96559 0.034 3.7907 4.736 5.069 4.718 0.187638590194 0.351394391026 1.2305 1.2305 1001761706.0 1.654173
-0.25 1.11117 0.284 3.81 4.082 4.38 4.064 -0.674284360387 0.316358397436 -1.1182 1.1182 1000056141.0 1.660978
0.0 0.7943 -0.534 3.6971 6.359 6.867 6.32 7.3751757273 0.552080544872 -15.8513 15.8513 3149798119.0 3.336767
0.33 1.09249 0.103 3.7638 4.548 4.948 4.527 6.80205194838 0.429934711538 27.8763 27.8763 4224347275.0 3.74534
-0.76 1.4171 0.894 3.9422 2.604 2.656 2.588 7.53019521715 0.0976865705128 -92.6221 92.6221 1002358751.0 0.6697175
0.33 1.15838 0.131 3.7742 4.461 4.838 4.44 4.06132630031 0.400656153846 -8.2872 8.2872 2076525419.0 1.184249
0.07 0.72052 -0.75 3.6577 7.139 7.728 7.077 7.35507775297 0.654522596154 10.9905 10.9905 4223811695.0 5.555409
-0.1 0.66488 -0.884 3.6408 7.592 8.227 7.527 6.89350472022 0.702315801282 -7.2253 7.2253 2074809502.0 2.647418
0.44 1.47386 0.716 3.7871 2.968 3.323 2.949 7.38185361981 0.397651442308 73.7925 73.7925 4221468260.0 2.402196
-0.04 1.45235 0.798 3.8487 2.748 2.969 2.731 2.98097103008 0.241549967949 11.0759 11.0759 1001189493.0 1.394943
0.33 1.3567 0.457 3.8094 3.602 3.907 3.584 7.33450906258 0.340436794872 -54.4028 54.4028 2077300802.0 0.8238834
0.07 1.56382 0.862 3.8654 2.575 2.763 2.557 6.69231623988 0.226719519231 64.6449 64.6449 2075496663.0 0.8548171
-1.22 0.95283 0.4 3.8409 3.84 4.079 3.823 5.76575133264 0.26369474359 24.0076 24.0076 2077315271.0 4.34342
-0.1 1.32785 0.86 3.7772 2.652 3.011 2.633 7.57274270549 0.407615160256 -92.3993 92.3993 2076768177.0 3.446244
0.11 0.87545 -0.372 3.7171 5.872 6.349 5.841 5.61753637974 0.510839102564 -8.858 8.858 2074710444.0 3.182009
0.11 0.93086 -0.258 3.7339 5.533 5.981 5.507 6.42880610307 0.478808461538 -15.0024 15.0024 2074902743.0 2.041737
0.51 0.98006 -0.214 3.7278 5.429 5.91 5.4 6.98484669828 0.516500673077 -20.2821 20.2821 4222264202.0 3.024546
-0.21 1.37334 0.809 3.8363 2.74 2.982 2.722 7.49466981658 0.287517467949 85.8545 85.8545 4224451032.0 1.970924
0.69 1.73067 0.99 3.8043 2.24 2.561 2.221 1.92096550415 0.34275625 -8.5995 8.5995 4221301883.0 1.420766
-0.1 1.04052 0.082 3.7835 4.6 4.949 4.58 5.53426468897 0.373893782051 15.2686 15.2686 3149557365.0 1.754902
0.11 2.03558 1.322 3.9441 1.491 1.527 1.475 7.43763925331 0.0983701282051 -144.6748 144.6748 3150138971.0 0.4715395
-0.21 1.20882 0.651 3.8146 3.152 3.437 3.134 2.47212054358 0.305335673077 7.2873 7.2873 3150788197.0 3.529181
0.22 1.1829 0.297 3.7871 4.032 4.38 4.013 4.54228864348 0.371030769231 -12.576 12.576 4224072635.0 2.904057
-0.41 1.63796 1.242 3.9007 1.645 1.756 1.629 7.36548127045 0.169044198718 131.1779 131.1779 1000964078.0 1.317562
0.28 1.04988 -0.053 3.754 4.961 5.379 4.939 6.74807593356 0.447223589744 22.5376 22.5376 3148799727.0 1.928475
0.11 1.28078 0.38 3.8115 3.809 4.106 3.791 4.85190720476 0.320143012821 16.0462 16.0462 3148808840.0 0.3856043
-0.35 0.78677 -0.396 3.7322 5.896 6.335 5.873 1.76167060061 0.462477179487 1.4888 1.4888 2073917437.0 3.558387
0.11 1.08729 0.094 3.776 4.562 4.928 4.543 4.50782861268 0.388112211538 -9.7101 9.7101 3147787397.0 1.979729
0.44 4.95616 2.835 4.1799 -1.145 -1.217 -1.157 7.52618547608 0.0817791346154 442.3509 442.3509 3150637197.0 0.01388184
-0.1 1.09615 0.208 3.7957 4.27 4.595 4.251 5.62086376017 0.349920032051 18.4705 18.4705 2075665379.0 1.966751
0.0 2.07585 1.507 3.9024 0.955 1.053 0.939 6.83622867607 0.159077788462 140.6427 140.6427 3150391644.0 0.9279151
0.44 1.74775 0.967 3.8538 2.281 2.494 2.263 5.51249158354 0.244914294872 43.4126 43.4126 4223244388.0 0.8316193
0.4 2.58723 1.802 3.9118 0.2 0.271 0.184 6.09361269747 0.132319839744 -141.3979 141.3979 4224205271.0 0.5884517
-0.04 1.52396 0.863 3.8693 2.58 2.761 2.562 7.45278542479 0.227994134615 90.4617 90.4617 3149871522.0 1.112628
0.33 1.01945 -0.178 3.7394 5.311 5.759 5.286 4.65387372301 0.475360192308 -7.3638 7.3638 4223312768.0 0.3522463
0.22 0.74857 -0.743 3.6592 7.118 7.711 7.055 4.0313068848 0.656772724359 -2.4109 2.4109 2076721520.0 2.827937
-0.04 1.05993 0.064 3.7807 4.642 4.997 4.623 6.62325647327 0.381891730769 24.6222 24.6222 4222408863.0 1.017896
-0.45 0.91359 -0.044 3.7822 4.942 5.29 4.923 5.97981635899 0.372131057692 16.0089 16.0089 2077191315.0 2.534653
-0.41 1.05426 0.41 3.8121 3.778 4.068 3.761 7.22285126759 0.322319903846 47.7981 47.7981 2075018093.0 4.550513
0.56 1.98853 1.131 3.9096 1.876 1.975 1.86 0.592279962214 0.116770096154 5.5227 5.5227 3149135169.0 0.1615215
-0.04 1.1155 0.33 3.7948 3.961 4.288 3.942 5.72045213571 0.353133205128 22.2556 22.2556 3148632375.0 4.043011
-0.51 1.32386 0.851 3.8702 2.642 2.82 2.625 6.62256020262 0.214489294872 -60.8066 60.8066 1001085008.0 1.940776
0.07 2.05542 1.418 3.9272 1.21 1.265 1.194 3.10704341408 0.078594775641 -23.6957 23.6957 3150723215.0 0.6137782
-0.31 1.47214 1.088 3.8118 2.057 2.341 2.04 3.87994923981 0.308342660256 -22.9091 22.9091 3150602199.0 2.647868
-0.1 1.06721 0.225 3.7918 4.23 4.563 4.211 5.59849485902 0.357967884615 -18.6198 18.6198 1000164909.0 3.502941
-0.25 0.67134 -0.798 3.6622 7.221 7.788 7.165 6.21614172311 0.625011955128 6.2773 6.2773 2073998209.0 2.429478
0.17 0.74166 -0.775 3.6559 7.22 7.818 7.156 4.98928588252 0.663145480769 3.5739 3.5739 2076564143.0 0.8480524
0.4 3.04431 2.043 4.0138 -0.046 -0.069 -0.06 6.81247340329 0.0593716666667 213.3196 213.3196 4222991937.0 0.2674757
0.0 1.87054 1.405 3.7669 1.292 1.675 1.274 4.43656054905 0.414378557692 41.7411 41.7411 1000863615.0 1.355093
0.22 1.22732 0.372 3.7934 3.837 4.171 3.818 -0.0308964201209 0.353539423077 -1.683 1.683 2074929989.0 2.458315
0.44 1.28727 0.365 3.7913 3.843 4.188 3.823 4.55537184183 0.369421410256 13.7948 13.7948 4222677325.0 1.603893
-0.14 0.84909 -0.33 3.7337 5.722 6.163 5.697 7.48011118207 0.473128846154 22.242 22.242 2074276031.0 2.772112
-0.21 0.98131 0.162 3.7848 4.404 4.749 4.385 7.38161459183 0.376405865385 38.7063 38.7063 2074368802.0 5.638685
-0.04 1.42829 0.743 3.8488 2.887 3.108 2.87 7.30485432924 0.261693621795 -73.9241 73.9241 1001189493.0 1.394943
-0.14 1.05692 0.146 3.7912 4.433 4.767 4.415 6.52153521686 0.360286698718 25.8545 25.8545 4224451032.0 1.970924
-0.55 1.22807 0.683 3.8607 3.076 3.274 3.059 6.11042102178 0.227728782051 -39.7138 39.7138 1001031308.0 2.08791
0.4 1.80447 1.13 3.7781 1.943 2.316 1.925 7.53993082478 0.430844519231 124.3149 124.3149 4221250893.0 1.845451
-0.21 1.41845 0.89 3.8351 2.536 2.779 2.518 4.31976359835 0.268212692308 -22.5036 22.5036 2074896873.0 1.980423
0.4 1.24991 0.269 3.7881 4.091 4.442 4.071 6.7439639578 0.381709166667 33.4126 33.4126 4223244388.0 0.8316193
0.22 1.98993 1.308 3.8959 1.438 1.557 1.421 4.19177623307 0.14721 34.9752 34.9752 3149106662.0 0.7786357
-0.14 1.52255 1.092 3.8048 2.04 2.34 2.022 6.96246694323 0.347637724359 92.4697 92.4697 2075075114.0 2.158377
-0.31 1.01626 0.104 3.7944 4.551 4.878 4.533 5.95009876591 0.351051858974 18.8818 18.8818 1000056141.0 1.660978
0.11 1.16344 0.176 3.789 4.343 4.684 4.324 6.26382589567 0.3676775 -23.9538 23.9538 3148808840.0 0.3856043
0.0 1.26784 0.47 3.8181 3.589 3.872 3.571 7.21884351979 0.317650384615 -51.9492 51.9492 1000572606.0 1.347733
0.11 1.04727 0.025 3.7677 4.748 5.131 4.728 4.99019344103 0.406565 11.1228 11.1228 3149451560.0 2.62604
0.07 1.84857 1.134 3.9286 1.929 1.993 1.912 6.8050437354 0.110035929487 90.5921 90.5921 3150408197.0 0.4771632
0.0 1.44204 0.776 3.8396 2.805 3.043 2.788 7.11131038712 0.277544455128 -70.3387 70.3387 3150752011.0 1.490296
0.56 3.48681 2.375 3.9859 -1.013 -1.027 -1.027 5.45507983055 0.0579804487179 180.899 180.899 3147719589.0 0.2416333
-0.14 1.18099 0.429 3.8151 3.705 3.993 3.688 4.20733764491 0.309016121795 -12.5303 12.5303 2075075114.0 2.158377
0.07 1.483 0.864 3.8077 2.597 2.896 2.579 7.34568064243 0.344444551282 -85.627 85.627 3148217308.0 2.209139
0.33 1.75086 0.969 3.8738 2.282 2.454 2.264 4.31237138916 0.198070192308 -25.179 25.179 3148341812.0 0.5791913
-0.04 0.71219 -0.773 3.659 7.186 7.768 7.125 6.68817872076 0.645539198718 -7.9223 7.9223 3150509427.0 1.608833
-0.72 0.9853 0.16 3.814 4.429 4.719 4.413 6.92840877462 0.315988365385 -31.1637 31.1637 1002872039.0 1.356042
-0.25 0.80243 -0.393 3.7285 5.893 6.342 5.868 6.05565046295 0.477437403846 10.7247 10.7247 1002762023.0 4.055305
0.44 1.23819 0.279 3.7839 4.07 4.432 4.05 4.84145109302 0.386542564103 -14.1728 14.1728 4224696483.0 1.515555
-0.76 0.9148 -0.009 3.798 4.866 5.185 4.848 4.58949448719 0.339810544872 -8.7689 8.7689 1000356914.0 1.0671
-0.04 0.67871 -0.84 3.6447 7.454 8.076 7.388 6.21387277692 0.689805897436 -5.6344 5.6344 2076136387.0 5.547011
-0.21 0.81908 -0.352 3.732 5.783 6.226 5.758 6.82544364668 0.473141923077 -16.0428 16.0428 3150921996.0 4.494359
0.28 0.86935 -0.495 3.6969 6.264 6.784 6.221 6.19793591396 0.566095288462 -9.6573 9.6573 3149645039.0 0.4776539
0.0 1.65608 1.102 3.8253 1.988 2.249 1.971 6.10588345875 0.298724775641 64.6613 64.6613 3150752011.0 1.490296
0.44 3.11019 1.941 4.0586 0.426 0.386 0.412 7.14335206582 0.0384331730769 201.0315 201.0315 4222744958.0 0.07578272
0.51 5.80057 3.216 4.1889 -2.056 -2.129 -2.067 6.98913464432 0.101296025641 509.4836 509.4836 4223611900.0 0.05152938
-0.14 1.28434 0.672 3.8055 3.099 3.402 3.081 7.48188034285 0.344327339744 -72.7813 72.7813 1002816112.0 3.196897
0.11 1.00918 -0.05 3.7588 4.953 5.353 4.931 6.92053215592 0.429842564103 -24.4688 24.4688 2073848263.0 2.885165
-0.41 0.70033 -0.625 3.6982 6.583 7.076 6.549 5.60541249492 0.529037307692 6.3564 6.3564 3147586406.0 3.828765
-0.21 0.84811 -0.305 3.74 5.645 6.073 5.622 6.45645836782 0.455626474359 -14.4346 14.4346 2074292405.0 2.870706
-0.72 0.6771 -0.638 3.7085 6.579 7.056 6.552 6.40196578535 0.506941730769 9.1782 9.1782 1002085952.0 1.831004
-0.55 0.74942 -0.404 3.7387 5.91 6.336 5.888 7.44978432138 0.454453205128 20.134 20.134 1003052353.0 4.857019
0.51 1.3811 0.581 3.7576 3.357 3.783 3.336 6.77210895685 0.462115929487 47.1617 47.1617 3150717733.0 3.441493
-0.51 0.63328 -0.828 3.6683 7.25 7.797 7.2 6.00697288519 0.59880349359 5.6269 5.6269 2074013056.0 2.416295
-0.45 1.62721 1.323 3.8507 1.446 1.65 1.43 7.29623961744 0.264477403846 -138.7695 138.7695 1001761706.0 1.654173
0.07 2.15682 1.522 3.9323 0.963 1.009 0.947 1.96483336356 0.0670473397436 -15.7477 15.7477 2075705569.0 0.6368963
0.0 2.20755 1.445 3.9983 1.396 1.387 1.381 4.72287222349 0.0205263141026 45.3221 45.3221 3147649858.0 0.2482806
-0.62 0.9023 0.11 3.7958 4.558 4.88 4.54 2.85375447335 0.341459102564 4.5524 4.5524 3147583884.0 5.446896
0.11 1.58757 0.99 3.7838 2.304 2.652 2.285 2.05921297782 0.369851730769 -8.8974 8.8974 4222483199.0 2.275808
0.4 1.84871 1.09 3.871 1.971 2.147 1.953 7.45640218539 0.23195275641 118.4126 118.4126 4223244388.0 0.8316193
0.44 1.55161 0.664 3.8363 3.053 3.305 3.035 4.85090384636 0.277259326923 -22.6491 22.6491 3150637197.0 0.01388184
0.17 1.15333 0.314 3.7834 3.998 4.351 3.978 6.2011302221 0.381730192308 27.2382 27.2382 4224318127.0 3.828765
0.44 1.72719 1.023 3.7938 2.185 2.523 2.166 6.34612478397 0.378129326923 -65.9235 65.9235 4224491281.0 1.799284
0.44 1.71158 0.923 3.8498 2.391 2.613 2.374 4.96713507084 0.249342339744 32.2681 32.2681 4222217903.0 0.7551376
0.44 1.70685 0.914 3.8505 2.415 2.635 2.397 6.48929040098 0.258324551282 63.4126 63.4126 4223244388.0 0.8316193
-1.16 0.78838 0.268 3.7999 4.193 4.505 4.177 4.22837574997 0.331242628205 10.117 10.117 2077050890.0 12.2614
0.11 1.03111 0.066 3.7673 4.647 5.031 4.627 7.30034006708 0.41471099359 33.4183 33.4183 3148571409.0 4.395058
0.0 1.05198 0.105 3.7789 4.539 4.898 4.519 7.48860981611 0.391249647436 38.2189 38.2189 2076581098.0 2.716585
0.4 3.7363 2.474 4.044 -0.979 -1.013 -0.992 6.15714939294 0.0557666987179 -239.5121 239.5121 3148779333.0 0.2125693
0.4 1.48171 0.742 3.7843 2.907 3.267 2.888 7.08873535071 0.400324839744 -66.5335 66.5335 2075161763.0 2.785524
-0.35 0.94793 0.055 3.7859 4.682 5.024 4.664 5.78381030244 0.365283365385 16.4841 16.4841 3149405024.0 3.960458
-0.1 1.46881 0.94 3.8041 2.422 2.726 2.404 1.7522325552 0.324346538462 -7.3212 7.3212 3148587621.0 2.448556
0.0 1.3613 0.688 3.8197 3.038 3.315 3.02 3.81191713549 0.299547692308 14.1888 14.1888 1002296894.0 2.189398
0.33 2.71711 1.907 3.9333 -0.019 0.018 -0.034 5.80041461164 0.0958876602564 -136.9295 136.9295 4223386863.0 0.4632261
0.51 0.77396 -0.727 3.658 7.098 7.712 7.033 0.587695541092 0.679159839744 -0.4987 0.4987 3148106999.0 2.716585
-0.45 0.92352 -0.051 3.7829 4.957 5.304 4.939 2.62258682253 0.366092147436 3.4075 3.4075 2075498242.0 1.827741
0.44 1.43965 0.616 3.8084 3.193 3.501 3.174 4.80698163752 0.333675384615 20.8272 20.8272 4224696483.0 1.515555
-0.51 0.86515 -0.168 3.7711 5.266 5.634 5.247 5.58205195705 0.390687692308 11.5056 11.5056 2073767273.0 1.835199
-0.1 1.48171 0.807 3.8739 2.727 2.9 2.709 5.41345927269 0.201873076923 -33.924 33.924 2076180195.0 0.9332154
-0.35 0.88113 -0.211 3.7606 5.376 5.764 5.356 7.35613237408 0.415887692308 24.6096 24.6096 1003114379.0 1.090592
0.07 0.74638 -0.651 3.675 6.774 7.321 6.719 5.95570646263 0.604191891026 -6.8387 6.8387 2074586560.0 6.307539
0.51 5.60009 3.126 4.1906 -1.822 -1.895 -1.833 7.39440521139 0.112000384615 542.8812 542.8812 4222937125.0 0.03469139
0.28 2.33273 1.54 3.9572 0.975 0.992 0.959 5.96677993253 0.0635585576923 95.3427 95.3427 3149645039.0 0.4776539
0.0 0.67862 -0.877 3.6372 7.607 8.257 7.54 6.79128500998 0.719194487179 6.8468 6.8468 3147668238.0 3.570398
0.64 1.32455 0.385 3.7919 3.78 4.13 3.761 7.03300069853 0.383050064103 43.8362 43.8362 3147651143.0 0.8847522
0.4 2.04583 1.358 3.8286 1.31 1.567 1.292 3.80817861195 0.284982788462 -31.1463 31.1463 2074133575.0 1.059183
0.28 1.12918 0.076 3.7705 4.607 4.991 4.587 -0.0702993665853 0.404371666667 -1.1596 1.1596 4222067868.0 0.9748649
0.44 1.54178 0.69 3.8316 2.989 3.25 2.971 5.53050236229 0.289181057692 31.7649 31.7649 3147846886.0 0.5243134
-0.25 1.10342 0.397 3.8092 3.797 4.094 3.779 7.52696274679 0.332416858974 -54.3406 54.3406 2077129867.0 3.419234
0.33 2.96563 2.085 3.9409 -0.444 -0.419 -0.458 5.54531785971 0.0862319871795 -147.3638 147.3638 4223312768.0 0.3522463
0.07 2.30614 1.605 3.9719 0.877 0.883 0.862 3.96157008918 0.0340207051282 40.6246 40.6246 4221958665.0 0.4527079
0.33 1.33972 0.447 3.8063 3.629 3.94 3.61 7.4153510508 0.347863589744 55.7344 55.7344 2074660859.0 1.116938
0.28 1.30577 0.505 3.7884 3.505 3.852 3.486 5.93089276269 0.375660416667 30.1405 30.1405 3148064564.0 3.070421
0.56 1.81568 1.068 3.8352 2.025 2.275 2.007 7.1904829729 0.300988108974 102.9229 102.9229 4222279492.0 1.070456
0.22 2.47613 1.715 3.9609 0.554 0.567 0.539 7.55066312742 0.100439551282 226.0114 226.0114 4224014816.0 0.4252947
-0.14 0.89249 -0.264 3.7448 5.527 5.948 5.504 4.37346247092 0.445879166667 -5.863 5.863 2077306088.0 1.034226
0.0 0.65918 -0.948 3.6249 7.879 8.572 7.811 7.00021673049 0.763131858974 6.6514 6.6514 2076978196.0 2.279698
-0.45 1.14577 0.492 3.8336 3.564 3.815 3.547 5.33499411317 0.275170833333 -22.373 22.373 2076558033.0 2.321517
0.22 1.07469 0.037 3.7654 4.717 5.109 4.696 5.94025124806 0.418584839744 17.4247 17.4247 2075462029.0 2.298217
0.28 1.33025 0.435 3.808 3.66 3.967 3.642 6.77579885919 0.338205801282 -41.2021 41.2021 4221478633.0 0.8166286
-0.14 0.74556 -0.623 3.6897 6.622 7.137 6.579 6.01359169213 0.560413557692 -7.5303 7.5303 2075075114.0 2.158377
-0.62 1.45104 1.115 3.8838 1.975 2.121 1.958 4.50014985374 0.173105769231 31.53 31.53 1000382214.0 2.106123
0.11 1.08807 0.152 3.7783 4.413 4.775 4.393 7.02050716756 0.392490608974 32.7307 32.7307 3149198898.0 3.019246
-0.55 1.19618 0.704 3.8358 3.031 3.273 3.014 5.13944354942 0.267362115385 26.0898 26.0898 1002693990.0 3.184637
-0.14 1.60718 1.104 3.8501 1.981 2.192 1.964 6.0600363319 0.24836775641 -63.5474 63.5474 2076864655.0 1.620586
0.07 1.77716 1.069 3.9144 2.072 2.163 2.055 0.828082812611 0.10980275641 5.6246 5.6246 4221958665.0 0.4527079
-0.31 0.64282 -0.854 3.6544 7.408 7.993 7.349 6.20248836313 0.645834839744 5.7247 5.7247 1002762023.0 4.055305
0.11 0.83316 -0.479 3.7016 6.199 6.702 6.161 7.25492871486 0.546173717949 16.142 16.142 2074710444.0 3.182009
-0.21 0.64972 -0.865 3.6476 7.487 8.094 7.425 5.28626482827 0.670161378205 3.6235 3.6235 2074982514.0 4.643552
-0.51 1.22115 0.702 3.8446 3.03 3.257 3.013 6.60253357682 0.260226570513 50.6269 50.6269 2074013056.0 2.416295
0.51 6.249 3.428 4.1613 -2.746 -2.81 -2.757 6.08158573047 0.0974755128205 469.4836 469.4836 4223611900.0 0.05152938
-1.12 0.76177 0.032 3.7907 4.791 5.122 4.775 6.7953966978 0.354975320513 -24.883 24.883 2077050890.0 12.2614
-0.1 1.76404 1.089 3.9408 2.079 2.127 2.063 4.97693944293 0.075966474359 -37.3354 37.3354 1001754452.0 0.3936921
0.4 2.05578 1.196 3.9361 1.77 1.821 1.754 6.92942482972 0.0999003525641 -102.6491 102.6491 3150637197.0 0.01388184
0.56 2.08403 1.352 3.8561 1.296 1.498 1.279 5.62980154794 0.241822564103 71.2064 71.2064 4221313740.0 0.8016308
0.28 1.20481 0.213 3.7857 4.24 4.593 4.221 -0.359094914238 0.372385288462 -1.2021 1.2021 4221478633.0 0.8166286
0.22 0.82238 -0.56 3.6868 6.484 7.019 6.435 6.87647685498 0.587819070513 11.9155 11.9155 4221762348.0 1.926849
-0.21 1.01582 0.117 3.7887 4.515 4.853 4.496 7.36245007804 0.36869599359 -36.4915 36.4915 3149212736.0 2.708513
0.17 0.82936 -0.512 3.6945 6.32 6.839 6.277 6.32423333235 0.565196666667 9.9736 9.9736 3149172038.0 3.209586
0.28 1.1886 0.185 3.7826 4.316 4.675 4.296 5.12134704915 0.383613557692 14.3943 14.3943 3149691529.0 0.8219488
